index,country,iso3Code,year,"Unemployment, total (% of total labor force) (modeled ILO estimate)",Armed forces (% labor force),government  consumption exp (% of GDP),"Population, total",Population density,immigration_100k
864,Lebanon,LBN,2015,9.306,3.540021939,12.53174443,6472469,632.6949169,32.52236511291132
865,Lebanon,LBN,2016,9.786,3.617581809,12.98414909,6323060,618.0899316,30.28596914
866,Lebanon,LBN,2017,10.251,3.705630288,13.20871798,6160128,602.1630499,22.077463325437392
867,Lebanon,LBN,2018,10.745,3.805256486,15.336853,5984119,584.957869,25.14990092944342
868,Lebanon,LBN,2019,11.301,3.916751407,15.62978348,5794594,566.4314761,33.824630336482585
869,Lebanon,LBN,2020,13.284,4.305827884,9.139754887,5702398,557.4191593,22.359014575973127
870,Lebanon,LBN,2021,12.669,4.305827884,2.360136821,5718122,558.9562072,32.00351444058032
871,Lebanon,LBN,2022,11.6,4.305827884,3.625325085,5744489,561.5336266,71.28571401216017
872,Lebanon,LBN,2023,11.543,4.305827884,3.625325085,5773493,561.5336266,78.98164941050418
873,Lesotho,LSO,2015,16.254,0.238869859,36.94396123,2104611,69.32183794,0
874,Lesotho,LSO,2016,16.17,0.24075153,39.62419307,2130422,70.17200264,0
875,Lesotho,LSO,2017,16.401,0.242346691,39.68057009,2157110,71.05105402,0
876,Lesotho,LSO,2018,16.625,0.243859615,38.06299604,2183603,71.92368248,0
877,Lesotho,LSO,2019,16.876,0.245597964,37.69257127,2209405,72.77355072,0
878,Lesotho,LSO,2020,18.399,0.244158806,37.13529421,2235727,73.64054677,0
879,Lesotho,LSO,2021,18.23,0.244158806,34.68825657,2261542,74.49084321,0
880,Lesotho,LSO,2022,16.688,0.244158806,35.21209872,2286110,75.30006588,0
881,Lesotho,LSO,2023,16.457,0.244158806,35.58404802,2311472,75.30006588,0
882,Liberia,LBR,2015,2.557,0.099233818,0,4659431,48.37449128,3.2192772035898805
883,Liberia,LBR,2016,3.081,0.097047622,0,4755608,49.37300664,2.9438927682853593
884,Liberia,LBR,2017,3.066,0.092687597,0,4848925,50.34182932,0.928040751
885,Liberia,LBR,2018,3.056,0.095202087,0,4944726,51.33644103,1.4156497245752344
886,Liberia,LBR,2019,3.068,0.088596481,0,5043721,52.36421304,0.5947989589432088
887,Liberia,LBR,2020,4.109,0.087101337,0,5149463,53.46203281,0.097097503
888,Liberia,LBR,2021,3.845,0.087101337,0,5259323,54.6026059,0.6654848922570452
889,Liberia,LBR,2022,2.977,0.087101337,0,5373294,55.78585963,1.5818974357256461
890,Liberia,LBR,2023,2.933,0.087101337,0,5493031,55.78585963,1.183317552731816
891,Libya,LBY,2015,19.676,0,50.83646534,6531819,3.712231038,3.7508693979425947
892,Libya,LBY,2016,19.522,0,48.41951,6632126,3.769238551,4.674217588749068
893,Libya,LBY,2017,19.02,0,40.26669402,6738770,3.829847574,7.271356642235897
894,Libya,LBY,2018,18.836,0,35.33794002,6849055,3.892525887,6.7162550162029655
895,Libya,LBY,2019,19.05,0,43.61446156,6951033,3.950483081,8.847605816286586
896,Libya,LBY,2020,19.613,0,48.33781603,7045399,4.004114143,6.954893541160692
897,Libya,LBY,2021,19.641,0,34.63447157,7135175,4.05513657,12.333264425890043
898,Libya,LBY,2022,19.282,0,30.8000884,7223805,4.10550769,8.098225242791022
899,Libya,LBY,2023,18.753,0,35.28362913,7305659,4.10550769,6.7071293636891625
900,Liechtenstein,LIE,2021,0,0,0,39182,244.8875,0
901,Liechtenstein,LIE,2022,0,0,0,39493,246.83125,0
902,Liechtenstein,LIE,2023,0,0,0,39850,246.83125,0
903,Lithuania,LTU,2015,9.12,1.930944043,17.16899149,2904910,46.36727853,4.475181675163775
904,Lithuania,LTU,2016,7.862,2.010586603,17.02918464,2868231,45.78766642,6.624292115941847
905,Lithuania,LTU,2017,7.073,2.330743466,16.29936413,2828403,45.15258377,4.949789686971764
906,Lithuania,LTU,2018,6.147,2.700123161,16.21781687,2801543,44.73164618,4.283353851788104
907,Lithuania,LTU,2019,6.255,2.513178906,16.79594806,2794137,44.6205206,3.9368148376403878
908,Lithuania,LTU,2020,8.487,2.489043165,18.36054542,2794885,44.63246567,2.1467788477880125
909,Lithuania,LTU,2021,7.112,2.489043165,17.49749496,2800839,44.73469094,3.3918408019882613
910,Lithuania,LTU,2022,5.955,2.489043165,16.74404612,2831639,45.23095968,2.295490350288296
911,Lithuania,LTU,2023,6.841,2.489043165,17.27548345,2871585,45.23095968,2.785917881588043
912,Luxembourg,LUX,2015,6.796,0.52717036,15.96816419,569604,221.2518353,0
913,Luxembourg,LUX,2016,6.669,0.520370782,15.6742178,582014,226.0722637,0
914,Luxembourg,LUX,2017,5.523,0.680093989,16.21936089,596336,231.6353721,0
915,Luxembourg,LUX,2018,5.589,0.627365001,16.80366668,607950,236.1466094,0
916,Luxembourg,LUX,2019,5.592,0.319550073,17.23898833,620001,240.827591,0
917,Luxembourg,LUX,2020,6.766,0.314096987,18.47245626,630419,244.8742649,0
918,Luxembourg,LUX,2021,5.571,0.314096987,17.47194547,640064,248.6206816,0.7811718828117188
919,Luxembourg,LUX,2022,4.588,0.314096987,17.63871326,653103,253.6854331,0.7655760270585191
920,Luxembourg,LUX,2023,5.184,0.314096987,18.98974124,666430,253.6854331,0
921,"Macao SAR, China",MAC,2015,1.81,0,9.668953707,642900,21148.02632,1.555451858764971
922,"Macao SAR, China",MAC,2016,1.939,0,10.39895211,652500,21393.44262,1.532567049808429
923,"Macao SAR, China",MAC,2017,1.987,0,9.730427493,648400,21051.94805,0.7711289327575571
924,"Macao SAR, China",MAC,2018,1.834,0,9.43781185,658900,20027.35562,0
925,"Macao SAR, China",MAC,2019,1.749,0,10.20538084,672000,20425.53191,1.4880952380952381
926,"Macao SAR, China",MAC,2020,2.566,0,25.86246919,685400,20832.82675,0
927,"Macao SAR, China",MAC,2021,2.229,0,21.15389269,682500,20681.81818,2.1978021978021975
928,"Macao SAR, China",MAC,2022,2.482,0,27.39568402,677300,20681.81818,0.7382253063635021
929,"Macao SAR, China",MAC,2023,2.235,0,13.77231079,678800,20681.81818,2.2097819681791395
930,Madagascar,MDG,2015,1.785,0.170142121,15.1403202,25426702,43.7035098,0.3736229732035244
931,Madagascar,MDG,2016,1.947,0.16509836,14.7612913,26099952,44.8606944,0.5363994539147046
932,Madagascar,MDG,2017,2.119,0.163241707,16.12256698,26788375,46.0439584,0.41062587782946897
933,Madagascar,MDG,2018,2.297,0.154913109,13.60330525,27494926,47.25838089,0.5091848583262235
934,Madagascar,MDG,2019,2.469,0.153971032,15.10611913,28219554,48.50387418,0.40751884313976044
935,Madagascar,MDG,2020,3.284,0.150885206,18.72397125,28953556,49.76547955,0.25903553953787234
936,Madagascar,MDG,2021,3.487,0.150885206,17.21371084,29691083,51.03314369,0.7578032771657404
937,Madagascar,MDG,2022,3.186,0.150885206,22.49591601,30437261,52.31567721,1.1006246587036856
938,Madagascar,MDG,2023,3.069,0.150885206,22.31937094,31195932,52.31567721,1.1059134248657807
939,Malawi,MWI,2015,4.954,0.104769008,0,17085587,181.2217543,0.087793296
940,Malawi,MWI,2016,5.007,0.225109805,0,17557739,186.2297306,0.056954941635708335
941,Malawi,MWI,2017,5.039,0.222127185,0,18039715,191.3419071,0.027716624
942,Malawi,MWI,2018,5.014,0.210562985,0,18528081,196.5218604,0.053972130195242565
943,Malawi,MWI,2019,4.966,0.207761556,0,19025752,201.8005091,0
944,Malawi,MWI,2020,5.728,0.197741737,0,19533888,207.190157,0.025596542787590465
945,Malawi,MWI,2021,5.662,0.197741737,0,20047258,212.6353203,0.049882133506736925
946,Malawi,MWI,2022,5.037,0.197741737,0,20568728,218.166398,0.097234987
947,Malawi,MWI,2023,5.033,0.197741737,0,21104482,218.166398,0.16584154967650946
948,Malaysia,MYS,2015,3.1,0.884752333,13.0865608,31232798,95.06254147,1.0245639855897637
949,Malaysia,MYS,2016,3.44,0.866844283,12.5648978,31789685,96.75752549,1.1481711756502149
950,Malaysia,MYS,2017,3.41,0.862058201,12.19259187,32355644,98.48012175,1.1280875756946764
951,Malaysia,MYS,2018,3.3,0.839021146,11.9694463,32910967,100.1703455,1.30655535
952,Malaysia,MYS,2019,3.26,0.817636958,11.65310018,33440596,101.7823649,1.1064396101074276
953,Malaysia,MYS,2020,4.54,0.80591327,12.96227361,33889558,103.1488601,0.693428932
954,Malaysia,MYS,2021,4.64,0.80591327,12.63688126,34282399,104.3445412,1.1667794893817087
955,Malaysia,MYS,2022,3.93,0.80591327,11.58770183,34695493,105.6018658,0.8502545272955193
956,Malaysia,MYS,2023,3.869,0.80591327,11.94926963,35126298,105.6018658,1.0533418580005216
957,Maldives,MDV,2015,6.604,0,18.08208865,428154,1427.18,0
958,Maldives,MDV,2016,5.771,0,17.66419296,443308,1477.693333,0
959,Maldives,MDV,2017,5.401,0,14.53567761,458287,1527.623333,0
960,Maldives,MDV,2018,4.95,0,14.48073461,473099,1576.996667,0
961,Maldives,MDV,2019,4.562,0,16.57701313,487731,1625.77,0
962,Maldives,MDV,2020,5.434,0,22.97072278,502118,1673.726667,0
963,Maldives,MDV,2021,5.024,0,18.68310876,516154,1720.513333,0
964,Maldives,MDV,2022,4.419,0,17.22105485,524106,1747.02,0
965,Maldives,MDV,2023,4.241,0,17.11901698,525994,1747.02,0
966,Mali,MLI,2015,1.401,0.231559408,16.37155075,18593022,15.23780887,0.9681051310540051
967,Mali,MLI,2016,1.367,0.255140727,16.24060159,19191289,15.72811529,1.0942464573380142
968,Mali,MLI,2017,1.494,0.252084635,16.18425042,19813011,16.23764414,0.9337298606456131
969,Mali,MLI,2018,1.62,0.284546792,15.87721984,20442030,16.7531532,1.3208081584852385
970,Mali,MLI,2019,3.29,0.275321553,15.74310975,21068405,17.26649538,1.5425942305551845
971,Mali,MLI,2020,3.528,0.543757492,15.80542425,21713836,17.79545481,0.7138305732805571
972,Mali,MLI,2021,3.966,0.543757492,16.24877359,22388630,18.34847852,1.1613037510557815
973,Mali,MLI,2022,2.387,0.543757492,17.11924476,23072640,18.90905515,1.6253016559873514
974,Mali,MLI,2023,2.956,0.543757492,17.50931466,23769127,18.90905515,1.8090693865197487
975,Malta,MLT,2015,5.389,1.002985412,16.93112258,445053,1390.790625,0
976,Malta,MLT,2016,4.687,0.969653929,16.94165678,455356,1422.9875,0
977,Malta,MLT,2017,4.002,0.867392964,15.82357396,467999,1462.496875,0
978,Malta,MLT,2018,3.658,0.704704608,16.02797443,484630,1514.46875,0
979,Malta,MLT,2019,3.616,0.754400987,16.8903191,504062,1575.19375,0
980,Malta,MLT,2020,4.347,0.723560206,19.71494314,515332,1610.4125,0
981,Malta,MLT,2021,3.394,0.723560206,18.33201195,518536,1620.425,0.9642532051776539
982,Malta,MLT,2022,2.921,0.723560206,17.40190275,531511,1660.971875,0
983,Malta,MLT,2023,3.11,0.723560206,16.57012332,552747,1660.971875,0
984,Marshall Islands,MHL,2018,0,0,59.94045455,45285,251.5833333,0
985,Mauritania,MRT,2015,10.108,2.241260696,14.61777659,3965959,3.847830601,2.521458239986848
986,Mauritania,MRT,2016,10.283,2.20027923,13.44048871,4086657,3.96493354,0.7340963530827275
987,Mauritania,MRT,2017,10.336,2.174599641,13.38125583,4210600,4.085184826,1.1874792191136656
988,Mauritania,MRT,2018,10.407,2.094048383,12.9844028,4337685,4.208484525,1.267957447348067
989,Mauritania,MRT,2019,10.416,2.045121217,13.29547357,4467708,4.334634714,1.454884697030334
990,Mauritania,MRT,2020,11.054,1.999314521,12.29648726,4600131,4.463113418,0.4347702271957038
991,Mauritania,MRT,2021,11.144,1.999314521,14.96953957,4734874,4.593843019,1.4783920332410114
992,Mauritania,MRT,2022,10.531,1.999314521,16.8008362,4875637,4.730413311,1.6408112416900604
993,Mauritania,MRT,2023,10.446,1.999314521,17.17237156,5022441,4.730413311,2.389276449439625
994,Mauritius,MUS,2015,7.41,0.412413151,14.18980558,1262879,632.3880821,56.220746405633484
995,Mauritius,MUS,2016,6.814,0.41448318,14.88271302,1263747,632.8227341,43.91701820063668
996,Mauritius,MUS,2017,6.752,0.482455506,14.45075826,1264887,633.3935904,57.31737301434832
997,Mauritius,MUS,2018,6.426,0.484145056,14.56243113,1265577,633.7391087,44.643668461105094
998,Mauritius,MUS,2019,6.331,0.477131865,14.74962313,1265985,633.9434151,62.796952570528084
999,Mauritius,MUS,2020,8.626,0.505408716,17.5684045,1266014,633.9579369,33.17498858622416
1000,Mauritius,MUS,2021,7.719,0.505408716,17.23220421,1266334,634.1181773,54.88283501824953
1001,Mauritius,MUS,2022,6.322,0.505408716,15.95534967,1262523,632.2098147,81.18663977
1002,Mauritius,MUS,2023,5.571,0.505408716,13.84471963,1261041,632.2098147,91.19449724
1003,Mexico,MEX,2015,4.311,0.636449462,11.90124613,121072306,62.28159469,2.659567746235873
1004,Mexico,MEX,2016,3.853,0.628148347,11.57368049,122251351,62.88811492,2.772975490471267
1005,Mexico,MEX,2017,3.419,0.620908265,11.21566755,123400057,63.47902827,2.5405174650770217
1006,Mexico,MEX,2018,3.275,0.631088394,11.25629677,124573711,64.08277528,2.657061408405823
1007,Mexico,MEX,2019,3.477,0.57935651,11.1079031,125762982,64.69455593,2.755182761172123
1008,Mexico,MEX,2020,4.44,0.643924901,12.19683028,126799054,65.22752849,1.920361330140523
1009,Mexico,MEX,2021,4.019,0.643924901,11.40473355,127648148,65.66431647,4.030610769221658
1010,Mexico,MEX,2022,3.256,0.643924901,11.09237877,128613117,66.16071247,4.0664592554739185
1011,Mexico,MEX,2023,2.765,0.643924901,11.13722504,129739759,66.16071247,4.420387431118937
1012,Moldova,MDA,2015,1.742,0.463692565,13.69943471,2835978,98.75606783,32.792920114330926
1013,Moldova,MDA,2016,1.557,0.473997323,14.37699286,2803186,97.61416583,38.88432661978192
1014,Moldova,MDA,2017,1.586,0.459866468,14.75557079,2755189,95.90938838,24.86217823895203
1015,Moldova,MDA,2018,1.196,0.420838269,14.28116232,2707203,94.25439467,14.96008980486502
1016,Moldova,MDA,2019,1.466,0.404912397,15.21102073,2664224,92.75609357,10.32195491
1017,Moldova,MDA,2020,1.186,0.408422489,17.19420443,2635130,91.74732605,6.641038582536725
1018,Moldova,MDA,2021,0.785,0.408422489,16.76227392,2595809,90.11035512,8.860436188
1019,Moldova,MDA,2022,0.897,0.408422489,17.542723,2528654,88.02360149,8.304813549026479
1020,Moldova,MDA,2023,1.555,0.408422489,18.05501171,2457783,88.02360149,5.696190428528475
1021,Monaco,MCO,2015,0,0,0,36757,18133.69512,0
1022,Monaco,MCO,2016,0,0,0,37276,18389.73853,0
1023,Monaco,MCO,2017,0,0,0,37678,18588.06117,0
1024,Monaco,MCO,2019,0,0,0,38109,18800.69068,0
1025,Monaco,MCO,2020,0,0,0,38050,18771.58362,0
1026,Monaco,MCO,2021,0,0,0,38527,18487.04415,0
1027,Monaco,MCO,2023,0,0,0,38956,18680.90211,0
1028,Mongolia,MNG,2015,4.861,1.374889027,14.87177395,3026864,1.943717132,0.8259373397681561
1029,Mongolia,MNG,2016,7.235,1.39006824,15.95529534,3088856,1.983525631,2.7518278611887377
1030,Mongolia,MNG,2017,6.359,1.398909006,13.92886635,3148917,2.022094128,2.5405560070335294
1031,Mongolia,MNG,2018,5.377,1.350128834,12.69298481,3208189,2.060156493,2.026065172594258
1032,Mongolia,MNG,2019,9.269,1.265415218,13.10796486,3267673,2.098350434,2.295211301742861
1033,Mongolia,MNG,2020,6.594,1.298500809,15.81024341,3327204,2.136237218,1.2022106248970608
1034,Mongolia,MNG,2021,7.747,1.298500809,14.91273652,3383741,2.172536624,3.9896670578510594
1035,Mongolia,MNG,2022,6.211,1.298500809,13.91869838,3433748,2.204644002,2.4754291811746234
1036,Mongolia,MNG,2023,5.503,1.298500809,13.00638528,3481145,2.204644002,4.165296188466726
1037,Montenegro,MNE,2015,17.555,4.543466458,19.19588717,622159,46.25717472,3.214612341861164
1038,Montenegro,MNE,2016,17.732,4.507250876,19.61172532,622303,46.26788104,1.6069342426438569
1039,Montenegro,MNE,2017,16.082,4.493809777,18.42626732,622373,46.2730855,0.8033767531689195
1040,Montenegro,MNE,2018,15.19,4.542846213,18.50445945,622227,46.26223048,0.8035652583381949
1041,Montenegro,MNE,2019,15.128,4.33424232,17.79790685,622028,46.24743494,0
1042,Montenegro,MNE,2020,17.878,4.700997003,22.60169684,621306,46.19375465,0
1043,Montenegro,MNE,2021,16.543,4.700997003,19.70936705,619211,46.03799257,0
1044,Montenegro,MNE,2022,14.851,4.700997003,17.85583703,617213,45.88944238,0
1045,Montenegro,MNE,2023,14.621,4.700997003,17.90380427,616177,45.88944238,0
1046,Morocco,MAR,2015,9.46,2.08000329,18.15643728,34607588,77.5433296,7.830652630284434
1047,Morocco,MAR,2016,9.3,2.089387002,18.36172571,35023457,78.47514452,6.024533786028033
1048,Morocco,MAR,2017,9.223,2.10755342,17.98197398,35446392,79.42279184,6.389931025984252
1049,Morocco,MAR,2018,9.271,2.065341073,17.99576151,35839760,80.30419001,7.742797384803916
1050,Morocco,MAR,2019,9.194,2.028425999,18.17893657,36210898,81.13577862,8.326222675
1051,Morocco,MAR,2020,11.223,2.06486167,19.40498596,36584208,81.97223392,8.159258224
1052,Morocco,MAR,2021,10.576,2.06486167,18.97383835,36954442,82.801797,7.996332348895973
1053,Morocco,MAR,2022,9.494,2.06486167,19.0589963,37329064,83.64119202,17.091240219685123
1054,Morocco,MAR,2023,9.044,2.06486167,18.10623238,37712505,83.64119202,16.98375644895506
1055,Mozambique,MOZ,2015,3.426,0.09826844,25.51470977,26547572,33.75921565,0
1056,Mozambique,MOZ,2016,3.457,0.095274739,26.07446144,27337105,34.76322516,0
1057,Mozambique,MOZ,2017,3.539,0.090651969,24.56476545,28166393,35.81778911,0
1058,Mozambique,MOZ,2018,3.604,0.089443002,21.72714089,29018644,36.90155396,0
1059,Mozambique,MOZ,2019,3.646,0.085185182,22.57519692,29884380,38.002467,0
1060,Mozambique,MOZ,2020,3.921,0.083334047,20.6358423,30783688,39.14607187,0
1061,Mozambique,MOZ,2021,4.053,0.083334047,18.7299196,31707800,40.32121875,0.015768991
1062,Mozambique,MOZ,2022,3.596,0.083334047,16.4981779,32656246,41.52730995,0
1063,Mozambique,MOZ,2023,3.519,0.083334047,17.18458553,33635160,41.52730995,0.014865396805009996
1064,Myanmar,MMR,2015,0.766,2.112279259,0,51089056,78.22786795,0.85145437
1065,Myanmar,MMR,2016,1.058,2.131099866,0,51495696,78.88675511,0.8156021427499494
1066,Myanmar,MMR,2017,1.356,2.151153821,0,51894938,79.50201149,0.3179500859987539
1067,Myanmar,MMR,2018,0.767,2.11598074,0,52272247,80.08617588,0.34435098992396485
1068,Myanmar,MMR,2019,0.407,2.158421399,0,52640713,80.6507017,0.3989307667622208
1069,Myanmar,MMR,2020,1.476,1.939592217,0,53016522,81.23021129,0.094310223
1070,Myanmar,MMR,2021,4.34,1.939592217,0,53387102,81.79800205,0.2060422759040189
1071,Myanmar,MMR,2022,3.057,1.939592217,0,53756787,82.36442153,0.35344374283381186
1072,Myanmar,MMR,2023,3.032,1.939592217,0,54133798,82.36442153,0.47105506988443707
1073,Nauru,NRU,2022,0,0,0,11801,590.05,0
1074,Nepal,NPL,2015,10.644,2.115862834,8.811996996,27823629,194.0957726,5.516893572725542
1075,Nepal,NPL,2016,10.742,2.095887515,7.926018483,27955462,195.0154308,2.7186100519461993
1076,Nepal,NPL,2017,10.66,1.474420839,8.518538323,28011258,195.4046599,3.9626924288798455
1077,Nepal,NPL,2018,10.559,1.462556202,8.061536277,28079689,195.88203,4.985810206088821
1078,Nepal,NPL,2019,10.389,1.434119312,8.117095211,28414064,198.2146076,4.962331330006155
1079,Nepal,NPL,2020,12.975,1.402706874,9.067732071,28966574,202.0688804,1.9332628014621267
1080,Nepal,NPL,2021,12.186,1.402706874,8.25401087,29475010,205.6156958,3.4605586223719684
1081,Nepal,NPL,2022,10.844,1.402706874,8.412561307,29715436,207.2928915,4.812313707932806
1082,Nepal,NPL,2023,10.628,1.402706874,6.647729214,29694614,207.2928915,5.943838838922102
1083,Netherlands,NLD,2015,6.872,0.44028533,24.65105303,16939923,503.1162162,3.158219786477188
1084,Netherlands,NLD,2016,6.007,0.438098979,24.27771028,17030314,505.8008316,3.0533788161510116
1085,Netherlands,NLD,2017,4.837,0.432310234,23.90469075,17131296,508.8,2.8894486441656255
1086,Netherlands,NLD,2018,3.832,0.431434881,23.95750902,17231624,511.7797446,3.1337731138980285
1087,Netherlands,NLD,2019,3.379,0.421383377,24.11930096,17344874,515.1432729,3.257446551644019
1088,Netherlands,NLD,2020,3.82,0.419291028,25.41927803,17441500,518.013068,1.7200355474013131
1089,Netherlands,NLD,2021,4.209,0.419291028,25.15158993,17533044,520.7319275,2.8517580860459826
1090,Netherlands,NLD,2022,3.526,0.419291028,24.19955324,17700982,525.7196911,2.2032675927245164
1091,Netherlands,NLD,2023,3.537,0.419291028,24.503114,17877117,525.7196911,2.4332782517449543
1092,New Caledonia,NCL,2021,11.54,0,23.51398177,285214,15.60251641,0
1093,New Caledonia,NCL,2023,10.939,0,23.51398177,289870,15.70694748,0
1094,New Zealand,NZL,2015,5.415,0.354306567,18.4943441,4609400,17.50560176,7.159283203887708
1095,New Zealand,NZL,2016,5.147,0.341577237,18.14252074,4714100,17.90323193,10.500413652659045
1096,New Zealand,NZL,2017,4.736,0.329351112,17.91974519,4813600,18.28111352,8.725278378
1097,New Zealand,NZL,2018,4.335,0.337169413,18.23348238,4900600,18.61152254,9.182549075623394
1098,New Zealand,NZL,2019,4.109,0.318649493,18.86620754,4979200,18.91003,12.150546272493573
1099,New Zealand,NZL,2020,4.595,0.347244046,20.46909681,5090200,19.33158634,7.661781462
1100,New Zealand,NZL,2021,3.776,0.347244046,21.0983207,5111300,19.41172003,15.06466065
1101,New Zealand,NZL,2022,3.297,0.347244046,21.10940937,5117200,19.43412707,8.012194169
1102,New Zealand,NZL,2023,3.729,0.347244046,21.10940937,5223100,19.43412707,7.8497444046638964
1103,Nicaragua,NIC,2015,4.7,0.44194679,14.05234867,6149417,51.10035732,1.3822448534552136
1104,Nicaragua,NIC,2016,3.9,0.432876072,14.46112013,6232666,51.79213894,0.8824474149585426
1105,Nicaragua,NIC,2017,3.3,0.424180254,14.41054359,6316231,52.48654645,1.4249003875887378
1106,Nicaragua,NIC,2018,5.2,0.417863381,14.80262197,6400080,53.18331394,1.953100586242672
1107,Nicaragua,NIC,2019,5.472,0.411514166,15.21323589,6483657,53.87782117,1.4652224816951298
1108,Nicaragua,NIC,2020,6.201,0.40815327,15.17409394,6565267,54.55598305,0.9139003790706456
1109,Nicaragua,NIC,2021,6.118,0.40815327,15.39397058,6644741,55.21639521,5.041581003683966
1110,Nicaragua,NIC,2022,4.961,0.40815327,13.73454619,6730654,55.93031411,4.531506150813874
1111,Nicaragua,NIC,2023,4.716,0.40815327,12.16373873,6823613,55.93031411,3.8835731158845026
1112,Niger,NER,2015,0.553,0.143825845,16.49756097,19939498,15.7412947,0.35106199764908824
1113,Niger,NER,2016,0.548,0.138396346,15.26999765,20685753,16.33042788,0.36256838220972665
1114,Niger,NER,2017,0.554,0.124557618,15.46192533,21435446,16.9222752,0.2332585008961325
1115,Niger,NER,2018,0.535,0.123615061,15.17489249,22188069,17.51643562,0.20281170028811432
1116,Niger,NER,2019,0.531,0.115654696,15.65510489,22947757,18.11617352,0.15252035307851655
1117,Niger,NER,2020,0.594,0.112315848,15.76215496,23717613,18.72393858,0.063244138
1118,Niger,NER,2021,0.78,0.112315848,17.33853208,24502140,19.3432857,0.2856893316257274
1119,Niger,NER,2022,0.418,0.112315848,17.33853208,25311973,19.98261072,0.35556295828855383
1120,Niger,NER,2023,0.425,0.112315848,17.33853208,26159867,19.98261072,0.3822649404142613
1121,Nigeria,NGA,2015,4.135,0.232618623,0,190671878,209.3523919,2.1476685722894073
1122,Nigeria,NGA,2016,4.499,0.225684279,0,195443700,214.5917191,2.2589625554571473
1123,Nigeria,NGA,2017,4.828,0.235452558,0,200254579,219.8739298,2.7190389489171185
1124,Nigeria,NGA,2018,5.067,0.237254939,0,204938755,225.0170241,5.325981413325167
1125,Nigeria,NGA,2019,5.206,0.230653169,0,209485641,230.0093778,6.012345256637423
1126,Nigeria,NGA,2020,5.742,0.223679361,0,213996181,234.9618246,2.9720156548027368
1127,Nigeria,NGA,2021,5.45,0.223679361,0,218529286,239.9390472,7.134055249693168
1128,Nigeria,NGA,2022,3.821,0.223679361,0,223150896,245.0134458,9.919296940667449
1129,Nigeria,NGA,2023,3.074,0.223679361,0,227882945,245.0134458,7.664022421686713
1130,North Macedonia,MKD,2015,26.395,1.843102367,16.97635226,1912430,75.82989691,11.503689023911987
1131,North Macedonia,MKD,2016,24.312,1.862542012,15.43002211,1906313,75.58735131,7.344019581254495
1132,North Macedonia,MKD,2017,22.857,1.922649411,14.92074175,1898657,75.28378271,3.686816523468957
1133,North Macedonia,MKD,2018,21.208,1.941085625,14.28372559,1889051,74.90289453,4.4996138272603545
1134,North Macedonia,MKD,2019,17.414,1.943358391,13.99745627,1876262,74.39579699,4.796771453027349
1135,North Macedonia,MKD,2020,16.575,1.998241547,16.73873416,1856124,73.59730373,1.3468927722501298
1136,North Macedonia,MKD,2021,15.801,1.998241547,15.83066578,1837114,72.84353688,4.082490253734934
1137,North Macedonia,MKD,2022,14.476,1.998241547,15.02210557,1831712,72.62934179,1.9107807340892018
1138,North Macedonia,MKD,2023,13.174,1.998241547,14.92435061,1827816,72.62934179,3.282606126656075
1139,Northern Mariana Islands,MNP,2021,0,0,0,46979,102.1282609,0
1140,Norway,NOR,2015,4.296,0.891246495,23.09785083,5188607,14.20793848,0.5781898686872989
1141,Norway,NOR,2016,4.68,0.849838353,24.21882296,5234519,14.33542438,1.3372766437565706
1142,Norway,NOR,2017,4.164,0.818505047,23.80576226,5276968,14.45257626,0.9475137995909771
1143,Norway,NOR,2018,3.801,0.819670686,23.11293942,5311916,14.54888964,1.2236639284205548
1144,Norway,NOR,2019,3.684,0.799775785,24.10350807,5347896,14.6479975,1.0284418395570893
1145,Norway,NOR,2020,4.424,0.863563526,26.13405747,5379475,14.76721523,0.3717834918835017
1146,Norway,NOR,2021,4.359,0.863563526,22.44934066,5408320,14.84700909,1.201851961422401
1147,Norway,NOR,2022,3.231,0.863563526,18.174833,5457127,14.98099487,0.4581165144223325
1148,Norway,NOR,2023,3.572,0.863563526,21.94052472,5519594,14.98099487,0.9058637283829208
1149,Oman,OMN,2015,3.401,2.082497011,24.63827017,4184895,13.52147011,0
1150,Oman,OMN,2016,3.266,1.957993132,26.12490047,4390877,14.18700162,0
1151,Oman,OMN,2017,2.522,1.887738216,24.52829582,4537396,14.66040711,0
1152,Oman,OMN,2018,1.8,1.866789731,21.55866303,4597877,14.85582229,0.21749168148691234
1153,Oman,OMN,2019,2.04,1.93366222,23.10850163,4591241,14.83438126,0
1154,Oman,OMN,2020,2.94,2.133213268,26.06587819,4522497,14.61226817,0.11055839285244413
1155,Oman,OMN,2021,1.9,2.133213268,22.14200619,4500424,14.54094992,0
1156,Oman,OMN,2022,3.3,2.133213268,17.89468059,4730226,15.28344426,0
1157,Oman,OMN,2023,3.176,2.133213268,17.89468059,5049269,15.28344426,0
1158,Pakistan,PAK,2015,3.566,1.351744191,9.78896258,217290883,281.8738105,5.200402264461322
1159,Pakistan,PAK,2016,2.285,1.340699415,10.60895585,220138869,285.5682713,5.155836427959481
1160,Pakistan,PAK,2017,3.215,1.32776734,10.75374079,223273967,289.6351793,3.4285233083174447
1161,Pakistan,PAK,2018,4.083,1.323217331,10.99362564,226928892,294.3764166,4.1797234
1162,Pakistan,PAK,2019,4.83,1.279026406,10.74975317,230800899,299.3992567,4.679357856400724
